Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
You're Going Down,SICK PUPPIES,Tri-Polar (International Version),Banned Bangers,Playlist,USVI20900226,5FQXMRDSTkn9fowDJ3kZo8
Disappear,Anberlin,New Surrender,Catchy But Careful,Playlist,USUM70829043,6QHX9Nk5NOTsxrCb7HaA7D
Haunted,Disturbed,Indestructible (Deluxe Edition),Catchy But Careful,Playlist,USRE10800131,7rijC0puBoW9GsHDIVu0d0
Enough,Disturbed,Indestructible (Deluxe Edition),Catchy But Careful,Playlist,USRE10800132,0lOonb8Xn49VXJ1Ukb2vgh
The Curse,Disturbed,Indestructible (Deluxe Edition),Sentimental Zone,Playlist,USRE10800133,2BqtzTiaYgiTmHvMexmBya
Coming for the Throne,Otherwise,Peace at All Costs,Everything Green,Playlist,US4E41409305,6VKYuwheBypKvCC0LqdsmN
House of Glass,ALESTI,Elements,Sentimental Zone,Playlist,NOK9L1801050,4eJNNuBUMdzA3Yn0zrz2Xh
BURN IT DOWN,Linkin Park,LIVING THINGS,Catchy But Careful,Playlist,USWB11200587,7oVEtyuv9NBmnytsCIsY5I
Black Wedding (feat. Rob Halford),In This Moment,Ritual,Catchy But Careful,Playlist,NLA321700123,3zUwwYcmob803s2Bkck8GY
The Brave and the Bold,Disturbed,Immortalized (Deluxe Edition),Everything Green,Playlist,USRE11500185,5WKOlZCe8Yid3xD01xwQBa
The Void,Spiritbox,The Void,Catchy But Careful,Playlist,QMRSZ2300544,2exVVVKvdymCwOFdvmA2bq
ISHFWILF,Disturbed,Asylum,Everything Green,Playlist,USRE11000617,7nMGsAOL38XF9qrpDtQ1Is
Get Out Alive,Three Days Grace,One-X,Sentimental Zone,Playlist,USJI10600163,6hHpXo2XMMKR5lIfa19aLM
Burn,Three Days Grace,Three Days Grace (Expanded Edition),Catchy But Careful,Playlist,USJI10300076,56PMSIrOK5iZDbRti08Jai
Forever,Papa Roach,The Paramour Sessions,Catchy But Careful,Playlist,USUM70605348,4oJ4XZwQA2cLMBnRtYSSIb
Fallen Angel,Three Days Grace,Human,Sentimental Zone,Playlist,USRC11500211,2iptAVf9jZerlywLwiGhak
In Need of Medicine,Smash Into Pieces,In Need of Medicine,Catchy But Careful,Playlist,SEVWR1803801,4qi9dIiXxkQidFUulBZWBs
Crawling,Linkin Park,Hybrid Theory (Bonus Edition),Catchy But Careful,Playlist,USWB10002405,57BrRMwf9LrcmuOsyGilwr
Paradise City,Guns N' Roses,Appetite For Destruction (Super Deluxe Edition),Sentimental Zone,Playlist,USGF18714806,7aksrY4ST4kt90L0ZxqZvB
The Only,Static-X,Shadow Zone,Sentimental Zone,Playlist,USWB10301803,35ZmCVnfYRdK1iLGCxNhMa
You're Mine,Disturbed,Immortalized (Deluxe Edition),Sentimental Zone,Playlist,USRE11500176,4y7rZ7vzfEqsgd591u8qXm
IN MY REMAINS,Linkin Park,LIVING THINGS,Sentimental Zone,Playlist,USWB11200792,00KfIFi2TpAaQGPbRbFbKJ
Fade,Staind,Break the Cycle,Sentimental Zone,Playlist,USEE10100303,5uR6JoqiwSkZIju8i4nyaC
Harakiri,Serj Tankian,Harakiri,Sentimental Zone,Playlist,USRE11200122,5vqbkdWB8HUmVNqpFhfuGN
Impossible,I Am King,Impossible,Sentimental Zone,Playlist,TCADN1823329,0aJglfKKlSuhwws0EU6Q5v
Take the World,She Wants Revenge,Valleyheart,Everything Green,Playlist,USDPK1085001,2liAurQDvBwqRfJCfLVkCQ
Rebirthing,Skillet,Comatose,Everything Green,Playlist,USAT20617635,1OG0QQa2zZe4QeFwVhCiiA
Tear in My Heart,Twenty One Pilots,Blurryface,Everything Green,Playlist,USAT21500390,3bnVBN67NBEzedqQuWrpP4
Rise Up,Sum 41,Rise Up,Everything Green,Playlist,QMRSZ2302553,3wEKXWiYq3h4MCDJZiny0S
Faded,Alan Walker,Different World,Sentimental Zone,Playlist,NOG841549010,698ItKASDavgwZ3WjaWjtz
Stressed Out,Twenty One Pilots,Blurryface,Sentimental Zone,Playlist,USAT21500597,3CRDbSIZ4r5MsZ0YwxuEkn
Hell and Back,Self Deception,Shapes,Catchy But Careful,Playlist,SE6DB1900106,2ZKYwK2Icv50QU156JORyQ
A Friend Like You,Smash Into Pieces,Unbreakable,Everything Green,Playlist,SEVWR1300103,23Jgk4pssWwLgwTqyK7Sr4
Breaking Out,Smash Into Pieces,Evolver,Everything Green,Playlist,SEVWR1803804,51RRYH1FqnGBXNcUrTfYbs
Anthem Of The Lonely,Nine Lashes,World We View,Everything Green,Playlist,USTN11100068,1bKRtH1leT7y003VikaXUc
Let It Die,STARSET,Transmissions (Deluxe Version),Sentimental Zone,Playlist,USRZR1460010,0AymccBBOrW0qTr7bSJn3u
exploding,mehro,Dark Corners and Alchemy,Catchy But Careful,Playlist,USANG2226136,4JT7UymD7YCLdRPx5KYtkO
Black Mirror,Marrok,Me vs. Me,Catchy But Careful,Playlist,TCADZ1896508,2w7UHjGgbTmVvUZc0qrvF9
Heroes Are Calling,Smash Into Pieces,Ghost Code,Everything Green,Playlist,QMFMG2368110,4P95NVkHsLm95s8Pb9buPs
Afterglow,Smash Into Pieces,Ghost Code,Everything Green,Playlist,QM4TW2475994,0WDlEgbYPtcxUn4CKoI0uU
Don't Tell Me (feat. Ann Wilson),Disturbed,Divisive,Catchy But Careful,Playlist,USRE12200452,54gHtLZx6LzToQBuHmIQHc
Inside Our Scars,The Veer Union,Divide the Blackened Sky,Catchy But Careful,Playlist,CA5IL1100008,0jkVBuBrLrSk8PSus3N7hs
They Don't Care About Us,Saliva,"Love, Lies & Therapy",Everything Green,Playlist,USUM71601441,2yhpa4tgc5SeM6ErBm26fK
Darkness Before The Dawn,Caleb Hyles,Darkness Before The Dawn,Sentimental Zone,Playlist,QM4TX2375549,2BbMEzY7aVDsks9rNBLE7n
Next Semester,Twenty One Pilots,Next Semester,Sentimental Zone,Playlist,USAT22401697,4PCD9jZRM2VswisaTBhc25
Bleeders,Black Veil Brides,Bleeders,Catchy But Careful,Playlist,GBPVV2404058,3KprCokhFBVLLGyQVu5XaN
Dilemma,Green Day,Saviors,Sentimental Zone,Playlist,USRE12201093,4NrGMEm5SvvpJ9Tk1Rq3cP
Had Enough,The Enemy,We'll Live and Die In These Towns,Everything Green,Playlist,GBAHT0700275,4uZyKKzj7zMC8Xkw2FPbv1
Teenager,MONA,Mona,Everything Green,Playlist,GBUM71100726,19glPKOi1IAa3mtdD2CC0a
Alive,Late Night Savior,Into the Aftermath,Sentimental Zone,Playlist,QZAPG1782046,1kkM2kJVrhixB11RJK6qH9
One For The Road,Arctic Monkeys,AM,Everything Green,Playlist,GBCEL1300364,0OTvJXmQPv7SKavoV6td75
Farewell To The Fairground,White Lies,To Lose My Life... (Bonus remix version),Everything Green,Playlist,GBUM70812613,4wCsnvMyDboBxSDgipm2z0
Show Me A Sign,Modestep,Evolution Theory,Everything Green,Playlist,GBUM71110377,0B7nhgGrZSet0KDOP3H1zg
