Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
Say Goodbye,Theory of a Deadman,Gasoline (Special Edition),Everything Green,Playlist,NLA320480959,06hNjTThF575UgFeWq2VTZ
Disparate Youth,Santigold,Master of My Make-Believe,Everything Green,Playlist,GBAHS1100389,0t2QiRkpag0fAgs9zuCPlH
Sugar (feat. Francesco Yates),Robin Schulz,Sugar,Everything Green,Playlist,DEA621501057,5tf1VVWniHgryyumXyJM7w
Don't Let Go,Deepfield,Archetypes and Repetition,Sentimental Zone,Playlist,TCABG1289076,6TVA1gAeCAdMr6DXfELqCZ
Air Catcher,Twenty One Pilots,Twenty One Pilots,Everything Green,Playlist,USX9P0965508,59Memw7QNp1uoiK3D7Pxdg
This Is The Sound,The Exies,A Modern Way of Living With The Truth,Catchy But Careful,Playlist,USDPK0715005,32gojU38u3SVWa35bJsrqn
Beyond The Stars,Evans Blue,Graveyard of Empires,Catchy But Careful,Playlist,TCABF1203293,5xetBdYzklZ71hbHjXb4Zf
War of Change,Thousand Foot Krutch,The End Is Where We Begin,Everything Green,Playlist,TCABF1202219,1qUHD9oPIMFHKpR12NY2KC
Lies,Cult To Follow,The Inception,Catchy But Careful,Playlist,TCADK1722874,2kRXBd2FB60vhtSPfkkyTc
So What,Three Days Grace,Human,Catchy But Careful,Playlist,USRC11500214,79HeGKO8bLZjvSyVidqTiq
Reckoning,Smash Into Pieces,Disconnect,Catchy But Careful,Playlist,QM6N22250142,7p8SN7N8lfbifrnp4aptT7
Toxicity,System Of A Down,Toxicity,Catchy But Careful,Playlist,USSM10107262,0snQkGI5qnAmohLE7jTsTn
Indestructible,Disturbed,Indestructible,Catchy But Careful,Playlist,USRE10800127,6QI5HbYuvgdVchiZnRmyrd
Amnesia,Red Sun Rising,Polyester Zeal,Everything Green,Playlist,USRZR1564903,4qRrU7eOx4E9cF71Nk4nu7
For You,Staind,Break the Cycle,Catchy But Careful,Playlist,USEE10100308,3gAZuCwnlRkAjcnP1Q4yzu
Life is Beautiful,Sixx:A.M.,The Heroin Diaries Soundtrack,Sentimental Zone,Playlist,USDPK0717001,6zW2lcSvb5RDzJEauHZHPS
Sick,Adelitas Way,Home School Valedictorian,Catchy But Careful,Playlist,USVI21100021,7q3vcf5XpYU6Y1iX4ZzHAk
Tear Down the Wall,Art Of Dying,Rise Up,Everything Green,Playlist,USDPK1400297,2BCCBVNxlySbUxbR7Y0M3j
Ready for War (Pray for Peace),Adelitas Way,Notorious,Catchy But Careful,Playlist,QMF921650118,2o7oxc9mqt6QX9WaVCk18x
Stars,Sixx:A.M.,Modern Vintage,Everything Green,Playlist,USDPK1400205,293wH7LEhAbd5bQiIYcWHk
Remember We Die,Gemini Syndrome,Memento Mori,Sentimental Zone,Playlist,US4E41631202,2iQoaliksvoEBhldqjYPgL
It Has Begun,STARSET,Transmissions (Deluxe Version),Everything Green,Playlist,USRZR1460006,36ECEkodXYhLPyBHjZCEHh
My Demons,STARSET,Transmissions (Deluxe Version),Sentimental Zone,Playlist,USRZR1460007,3Xfg7AegXaDLoD5GOUMf2e
Halo,STARSET,Transmissions (Deluxe Version),Everything Green,Playlist,USRZR1460003,2jNiA1BR6Je4ZAPcOsOI3h
Shadow With You,Downplay,Radiocalypse,Sentimental Zone,Playlist,TCABG1272505,4WlaoBsMbHVb3bi5IZOEIY
Next To Nothing,Breaking Benjamin,Breaking Benjamin: Digital Box Set,Catchy But Careful,Playlist,USHR10220094,3a4rXcHAtlGRFb3IhAhan9
Break My Fall,Breaking Benjamin,Breaking Benjamin: Digital Box Set,Catchy But Careful,Playlist,USHR10421020,3fmMfMtBm4iVu09twHkhaU
Dance With The Devil,Breaking Benjamin,Breaking Benjamin: Digital Box Set,Catchy But Careful,Playlist,USHR10622232,4P8H0D9uhzT9qsMQ3fGUTr
Failure,Breaking Benjamin,Dark Before Dawn,Sentimental Zone,Playlist,USHR11536289,4wh0E9OwMCxcaIKTg0Mts9
Waiting On The Sky To Change,STARSET,Waiting On The Sky To Change,Everything Green,Playlist,QM6N22291801,7uDMF4Ae8vqI7U1jGTewD4
Without You,Breaking Benjamin,Dear Agony,Catchy But Careful,Playlist,USHR10924594,5r95yxmemjPfVSjCoSeAP4
The Great Divide,Breaking Benjamin,Dark Before Dawn,Sentimental Zone,Playlist,USHR11536299,6qEgn7WHwQUZhWJ4dBSpR9
Defeated,Breaking Benjamin,Dark Before Dawn,Sentimental Zone,Playlist,USHR11536301,500XjFuAZEBODSL6boVKbx
