Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
Heart of War,Message from Sylvia,Message from Sylvia,Catchy But Careful,Playlist,TCACQ1690958,4OwBQwCpk26hJ8lYDZQeXy
Blank Space,I Prevail,Heart Vs. Mind,Catchy But Careful,Playlist,TCACC1437531,2ZiJidFdQ30nVJEP4u44l3
Set Me On Fire,Flyleaf,Between The Stars (Special Edition),Everything Green,Playlist,QMFHE1400100,1NMXkYmP983tmztiArxJEn
Under The Knife,Rise Against,The Sufferer & The Witness,Sentimental Zone,Playlist,USUM70603970,7ycK2uijskzxp4cGpGNoCi
The Intervention,Nine Lashes,World We View,Sentimental Zone,Playlist,USTN11100069,02JRozQlGwY7WF1xlw15G0
Nevada,Vicetone,Nevada,Everything Green,Playlist,CA6D21600175,02shCNmb6IvgB5jLqKjtkK
Stardust In The Universe,Teminite,Stardust In The Universe,Everything Green,Playlist,UK6822412474,492yeB40cQRgmVupcgk3Lq
Caught in the Undertow,Black Smoke Trigger,Set It Off,Everything Green,Playlist,ushm81974882,0TJoPA8DJOfT2Tcdtk5ukD
Breaking the Habit,Linkin Park,Meteora (Bonus Edition),Sentimental Zone,Playlist,USWB10300470,3dxiWIBVJRlqh9xk144rf4
Now That I'm Gone,Cold Driven,The Wicked Side of Me,Catchy But Careful,Playlist,CA4E31100004,4w5X8Yr434O57GLNgfWdwE
Requiem,Leader,Requiem,Everything Green,Playlist,TCAGF2258758,6fJV723zMrbxNonNu6rb1g
Here's To The Heartache,NOTHING MORE,Nothing More,Everything Green,Playlist,USDPK1400008,3Ih5WybtflwuKHibeYuXFz
Mourning Star,Gemini Syndrome,Lux,Catchy But Careful,Playlist,USWB11303076,1jYapEp7YQcLPr69cw2Cxh
In The End,Black Veil Brides,Wretched And Divine: The Story Of The Wild Ones,Everything Green,Playlist,USUM71212602,1RTYixE1DD3g3upEpmCJpa
Left 4 Dead,Papercut Massacre,If These Scars Could Talk,Catchy But Careful,Playlist,USWU30900053,4u9EEa50joYg5UdbbE5dBi
Guilty All the Same (feat. Rakim),Linkin Park,The Hunting Party,Everything Green,Playlist,USWB11400510,6L5QMBrydoaapTDMQ0Anui
This Is Why We Bleed,Leader,This Is Why We Bleed,Everything Green,Playlist,TCACT1662653,4y66tlbUY2SSQyH8JO7TyK
We Are,Thousand Foot Krutch,The End Is Where We Begin,Everything Green,Playlist,TCABF1202210,6Rtrt8cKaQ7gpuKAhiHOMn
Remember When,Bad Wolves,Disobey,Sentimental Zone,Playlist,USDPK1800019,2VAQAqrKu8n1eUWPlTzVox
The World I Used To Know,We Came As Romans,We Came As Romans,Everything Green,Playlist,US3X51530003,3oxr2Va0XHoaDtKcAnOcid
Fade In / Fade Out,NOTHING MORE,The Stories We Tell Ourselves,Everything Green,Playlist,USDPK1700117,3HYs3wvhafGbyoGtLspEzr
I Won't Give In,Asking Alexandria,The Black,Sentimental Zone,Playlist,USYFZ1561601,7scGzRwZMeHzFNuEJgnzvh
Unbreakable,Fireflight,Unbreakable,Everything Green,Playlist,USA5W0700349,6M9vEm3Cy3PHr3QkXRX6x3
Breaking Through,The Wreckage,Breaking Through - Single,Catchy But Careful,Playlist,TCAAY1107129,781bCQjAUwwvfqlLV1ktnH
Stimulus,The Omega Experiment,The Omega Experiment,Everything Green,Playlist,FR1PP1201900,6RqvcOzGh7ler1WJTCjby4
Wake Up,Black Veil Brides,Vale,Everything Green,Playlist,USUM71709982,3WnrxWNTHDGyCVCwfMJPtR
Lost in Memories,Bridge to Grace,Origins,Sentimental Zone,Playlist,TCACH1512955,1PKAD6HtZF9iSvF1VuEWLE
This Time It's Different,Evans Blue,Graveyard of Empires,Sentimental Zone,Playlist,TCABF1203290,7079nY1EuvdfIxaMYaTjR9
Disease,Ghosts of August,Ghosts of August,Catchy But Careful,Playlist,US7PJ1160011,2DBGkAIDZtLIsRa0ZirDlA
Beg For Mercy,Oceans Divide,Oceans Divide EP,Catchy But Careful,Playlist,TCAAW1129432,5mNPTy1tKR2a5UB3AZhp4D
Somebody Told Me,The Killers,Hot Fuss,Everything Green,Playlist,USIR20400195,6PwjJ58I4t7Mae9xfZ9l9v
EVOLVE,The Warning,ERROR,Everything Green,Playlist,USUM72111954,2uzluI26zEowYnMqhyr0BY
Walking On A Dream,Empire Of The Sun,Walking On A Dream (10th Anniversary Edition),Everything Green,Playlist,AUEI10800039,5r5cp9IpziiIsR6b93vcnQ
A Little Bit Off,Five Finger Death Punch,F8,Catchy But Careful,Playlist,USDPK1900080,6GqqGv8frU7kqzXkm2rewI
Pieces,Sum 41,Chuck,Sentimental Zone,Playlist,USIR20400683,1ibeKVCiXORhvUpMmtsQWq
Puzzle Pieces,Framing Hanley,Envy,Sentimental Zone,Playlist,TCADQ1880565,7zQ636WmwXLPzPcaFPe3N3
PARADISE (Kill The Silence),coldrain,Nonnegative,Everything Green,Playlist,JPWP02100921,4NS4QnTh3nRK7qhAXTfsmm
Lived It Up,Ghosts of August,Ghosts of August,Catchy But Careful,Playlist,US7PJ1160010,09MUe8Iu9rRgjGMiz1LiIh
Chains,Silver End,Spreading Fire,Sentimental Zone,Playlist,NOK9L1602080,5G1TPNJZ8uTFN1jtX4OqGM
Centuries,Fall Out Boy,American Beauty/American Psycho,Everything Green,Playlist,USUM71412644,04aAxqtGp5pv12UXAg4pkq
IF IT DOESN'T HURT,NOTHING MORE,CARNAL,Catchy But Careful,Playlist,USDPK2300187,1ve6FiKnpfXt8vUxhndH7p
For Life (feat. Clint Lowery),3 Years Hollow,The Cracks,Sentimental Zone,Playlist,USQZG1400003,3K32pMnJSoDSgEex4zrzfP
Fall in Line,Message from Sylvia,Message from Sylvia,Everything Green,Playlist,TCACS1683665,5OYVLQgXBu4r4rj0k07r1F
Crying My Name,Seven Day Sonnet,Crying My Name,Catchy But Careful,Playlist,TCABK1270750,63EnNp8FY4uGeZB6vWnQib
