Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
The Gate,Silver End,Spreading Fire,Full Volume,Playlist,NOK9L1602070,5EGwCXSUluyy2GKztGyW2X
Heavy Is the Crown,Linkin Park,Heavy Is the Crown,Full Volume,Playlist,USWB12403466,3fgehc497TFqKH1zBL2YNK
Still Waiting,Sum 41,Does This Look Infected?,Full Volume,Playlist,USIR20200792,2OMqSRS11ly56zg9u5za6c
Down,Cult To Follow,The Inception,Full Volume,Playlist,TCADK1722863,1wkmS6iTkterreXQrsbP8I
Electric Chair,3 Pill Morning,Never Look Back,Full Volume,Playlist,QMF921650033,1MzW0TsxME705RWNsVmzC6
By Your Side,Highway Saints,Highway Saints,Full Volume,Playlist,TCABT1420323,3FTmGQ9b62wp8ha7bI45T2
We All Die Alone,Another Lost Year,Alien Architect (Re-Release),Full Volume,Playlist,QMCKT1600016,629sBP2v6tYmOVYyvoWIth
Lost In Transition,Our Waking Hour,Seconds To Save Her,Full Volume,Playlist,TCAAY1176486,5k3LnMZxwsNGtvUFno6KrZ
The Only Way Is Up,APOC,The Only Way Is Up,Full Volume,Playlist,QM4TX2412089,3QKH9oDuT3k5S5JRsv13KN
Smalltown Boy,Bronski Beat,The Age of Consent,Full Volume,Playlist,GBAAP0200005,5vmRQ3zELMLUQPo2FLQ76x
You Give Love A Bad Name,Bon Jovi,Slippery When Wet,Full Volume,Playlist,USPR39402224,0rmGAIH9LNJewFw7nKzZnc
You Leave Me Here,Lightscape,"For Present, for Past",Full Volume,Playlist,UKE5J1600002,4SMnxOhvtBlEl65e2sCxKN
Early Wounds,Klogr,FRACTURED REALITIES,Full Volume,Playlist,ITS262400001,18YCiVla96mZnbfgfz2VNv
Face The Unknown,Klogr,FRACTURED REALITIES,Full Volume,Playlist,ITS262400004,3tyMvU1Ng4dsqAGWXwQzFt
Matches and Knives,Take The Day,Matches and Knives,Full Volume,Playlist,TCADO1843259,7vc5TEMl2ubP7F6jTxDXv7
The Vengeful One,Disturbed,Immortalized (Deluxe Edition),Full Volume,Playlist,USRE11500172,3jjU4Pky1ja5J1onU6ei4T
Someone You Loved,Our Last Night,Someone You Loved,Full Volume,Playlist,GBDMT1900303,6TeB7j56k4AbELOl3G4zfj
The Core,Memory of a Melody,Things That Make You Scream,Full Volume,Playlist,TCABA1160185,4J5EwQwLXNFte1XXWoMhAN
Square Hammer,Ghost,Meliora (Deluxe Edition),Full Volume,Playlist,USC4R1601984,2XgTw2co6xv95TmKpMcL70
Dance Macabre,Ghost,Prequelle,Full Volume,Playlist,USC4R1802355,1E2WTcYLP1dFe1tiGDwRmT
Lachryma,Ghost,Skelet�,Full Volume,Playlist,USC4R2452129,4TjCaQsPQhGZUk0Hls4O3Y
Satanized,Ghost,Skelet�,Full Volume,Playlist,USC4R2452130,6RLM1w82rrT9tKsQVEa5Yr
Peacefield,Ghost,Skelet�,Full Volume,Playlist,USC4R2452128,5LA5Qhk8UYBHBaqjwqtHDz
Say Goodbye,Theory of a Deadman,Gasoline (Special Edition),Full Volume,Playlist,NLA320480959,06hNjTThF575UgFeWq2VTZ
Disparate Youth,Santigold,Master of My Make-Believe,Full Volume,Playlist,GBAHS1100389,0t2QiRkpag0fAgs9zuCPlH
Sugar (feat. Francesco Yates),Robin Schulz,Sugar,Full Volume,Playlist,DEA621501057,5tf1VVWniHgryyumXyJM7w
Don't Let Go,Deepfield,Archetypes and Repetition,Full Volume,Playlist,TCABG1289076,6TVA1gAeCAdMr6DXfELqCZ
Air Catcher,Twenty One Pilots,Twenty One Pilots,Full Volume,Playlist,USX9P0965508,59Memw7QNp1uoiK3D7Pxdg
This Is The Sound,The Exies,A Modern Way of Living With The Truth,Full Volume,Playlist,USDPK0715005,32gojU38u3SVWa35bJsrqn
Beyond The Stars,Evans Blue,Graveyard of Empires,Full Volume,Playlist,TCABF1203293,5xetBdYzklZ71hbHjXb4Zf
War of Change,Thousand Foot Krutch,The End Is Where We Begin,Full Volume,Playlist,TCABF1202219,1qUHD9oPIMFHKpR12NY2KC
Lies,Cult To Follow,The Inception,Full Volume,Playlist,TCADK1722874,2kRXBd2FB60vhtSPfkkyTc
So What,Three Days Grace,Human,Full Volume,Playlist,USRC11500214,79HeGKO8bLZjvSyVidqTiq
Reckoning,Smash Into Pieces,Disconnect,Full Volume,Playlist,QM6N22250142,7p8SN7N8lfbifrnp4aptT7
Toxicity,System Of A Down,Toxicity,Full Volume,Playlist,USSM10107262,0snQkGI5qnAmohLE7jTsTn
Indestructible,Disturbed,Indestructible,Full Volume,Playlist,USRE10800127,6QI5HbYuvgdVchiZnRmyrd
Amnesia,Red Sun Rising,Polyester Zeal,Full Volume,Playlist,USRZR1564903,4qRrU7eOx4E9cF71Nk4nu7
For You,Staind,Break the Cycle,Full Volume,Playlist,USEE10100308,3gAZuCwnlRkAjcnP1Q4yzu
Life is Beautiful,Sixx:A.M.,The Heroin Diaries Soundtrack,Full Volume,Playlist,USDPK0717001,6zW2lcSvb5RDzJEauHZHPS
Sick,Adelitas Way,Home School Valedictorian,Full Volume,Playlist,USVI21100021,7q3vcf5XpYU6Y1iX4ZzHAk
Tear Down the Wall,Art Of Dying,Rise Up,Full Volume,Playlist,USDPK1400297,2BCCBVNxlySbUxbR7Y0M3j
Ready for War (Pray for Peace),Adelitas Way,Notorious,Full Volume,Playlist,QMF921650118,2o7oxc9mqt6QX9WaVCk18x
Stars,Sixx:A.M.,Modern Vintage,Full Volume,Playlist,USDPK1400205,293wH7LEhAbd5bQiIYcWHk
Remember We Die,Gemini Syndrome,Memento Mori,Full Volume,Playlist,US4E41631202,2iQoaliksvoEBhldqjYPgL
Run Diego Run - Superhuman,Havoc Engine,Run Diego Run (Human vs. AI),Full Volume,Playlist,QT6EE2586590,6gcZE0tfyrSsctH1w77oKq
It Has Begun,STARSET,Transmissions (Deluxe Version),Full Volume,Playlist,USRZR1460006,36ECEkodXYhLPyBHjZCEHh
My Demons,STARSET,Transmissions (Deluxe Version),Full Volume,Playlist,USRZR1460007,3Xfg7AegXaDLoD5GOUMf2e
Halo,STARSET,Transmissions (Deluxe Version),Full Volume,Playlist,USRZR1460003,2jNiA1BR6Je4ZAPcOsOI3h
Shadow With You,Downplay,Radiocalypse,Full Volume,Playlist,TCABG1272505,4WlaoBsMbHVb3bi5IZOEIY
Next To Nothing,Breaking Benjamin,Breaking Benjamin: Digital Box Set,Full Volume,Playlist,USHR10220094,3a4rXcHAtlGRFb3IhAhan9
Break My Fall,Breaking Benjamin,Breaking Benjamin: Digital Box Set,Full Volume,Playlist,USHR10421020,3fmMfMtBm4iVu09twHkhaU
Dance With The Devil,Breaking Benjamin,Breaking Benjamin: Digital Box Set,Full Volume,Playlist,USHR10622232,4P8H0D9uhzT9qsMQ3fGUTr
Failure,Breaking Benjamin,Dark Before Dawn,Full Volume,Playlist,USHR11536289,4wh0E9OwMCxcaIKTg0Mts9
Waiting On The Sky To Change,STARSET,Waiting On The Sky To Change,Full Volume,Playlist,QM6N22291801,7uDMF4Ae8vqI7U1jGTewD4
Without You,Breaking Benjamin,Dear Agony,Full Volume,Playlist,USHR10924594,5r95yxmemjPfVSjCoSeAP4
The Great Divide,Breaking Benjamin,Dark Before Dawn,Full Volume,Playlist,USHR11536299,6qEgn7WHwQUZhWJ4dBSpR9
Defeated,Breaking Benjamin,Dark Before Dawn,Full Volume,Playlist,USHR11536301,500XjFuAZEBODSL6boVKbx
Ordinary Man - Japanese B-Side,Breaking Benjamin,Shallow Bay: The Best Of Breaking Benjamin Deluxe Edition (Explicit),Full Volume,Playlist,USHR11132848,1Gh38tVU1G1YWAK7TwGxQO
