Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
Blind,Saint Asonia,Flawed Design (Deluxe Edition),Sentimental Zone,Playlist,GBUM71904638,62YS1BvRT7aCSxQHSB7ZK5
Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,PRIDE PARTY ROMA 2022,Sentimental Zone,Playlist,SEAYD7901120,2p8lrH4h0vPno0pXSYEciP
Breaking the Silence,Breaking Benjamin,Dark Before Dawn,Sentimental Zone,Playlist,USHR11536294,6AGQ7pKkcnc6RVjtARt1ph
Stricken,Disturbed,Ten Thousand Fists,Catchy But Careful,Playlist,USRE10500766,6RJdYpFQwLyNfDc5FbjkgV
Lights We Burn,Nine Lashes,From Water to War,Everything Green,Playlist,GMGVJ1300163,6uZFZCK1olsYggxA5ioJNT
Falling Sky,Red,of Beauty and Rage,Catchy But Careful,Playlist,USA5W1400332,392CRjGsYrVkOdZ2I8vOML
Fire and Fury,Skillet,Rise,Sentimental Zone,Playlist,USAT21301427,0Uc8OnF9BIXgGJqfLZekyk
Boomerang,Smash Into Pieces,Boomerang,Everything Green,Playlist,SEVWR1603009,5IppCMMctxTtqPTeDlvyKs
FEEL NOTHING,The Plot In You,DISPOSE,Catchy But Careful,Playlist,US5261722654,4xDwCYhobDehSBGUmd5H6Y
Another Day on the Battlefield,Smash Into Pieces,The Apocalypse DJ,Sentimental Zone,Playlist,SEVWR1401306,4yiQ8VSCDvkGe8mjgiM1Dx
Drown,Bring Me The Horizon,That's The Spirit,Sentimental Zone,Playlist,GBARL1500797,6o39Ln9118FKTMbM4BvcEy
How It Ends,Cevilain,How It Ends,Sentimental Zone,Playlist,ushm91921130,1V8RHAlPIId9dQNvRHwvk8
Look In My Eyes,Rains,Stories,Everything Green,Playlist,US9WS1100251,26XSnnIfZ3yYsAndnx36Fj
All Of Me (feat. Travis Barker),The Score,Carry On,Everything Green,Playlist,USUM72014229,0CYGfkshuWIKLkBBN4dkYF
Burn,Smash Into Pieces,The Apocalypse DJ,Catchy But Careful,Playlist,SEVWR1401310,6x6YzP8nR6U0a2v9f5YeeU
One Thousand Apologies,Demon Hunter,The Triptych,Catchy But Careful,Playlist,USTN10500285,2gRmOEPst9rUujcFsJzIZp
Blow Me Wide Open,Saint Asonia,Saint Asonia (European Edition),Catchy But Careful,Playlist,USRC11501484,20ZV8NrQuckdMUI3y6mE6j
Happy Tragedy,Saint Asonia,Saint Asonia (European Edition),Catchy But Careful,Playlist,USRC11501492,4c4JESP3Ejj4E4ABp03h4b
Better Place,Saint Asonia,Better Place,Everything Green,Playlist,USRC11500915,7zEjlLTAVkJImpHA8Lc1we
Glow In The Dark,Smash Into Pieces,A New Horizon (Deluxe Edition),Everything Green,Playlist,QM7282184482,6arNfBdKVxRDFFzuralXDS
Happiness,Three Days Grace,Transit Of Venus,Catchy But Careful,Playlist,USRC11200916,0TzIlhgIIpaYPYiBMcjjo9
So Far Away,Red,Release The Panic,Sentimental Zone,Playlist,USA5W1200398,4o1JVWh1lDWs77oGANrlif
Come As You Are,Nirvana,Nevermind (Remastered),Sentimental Zone,Playlist,USGF19942503,2RsAajgo0g7bMCHxwH3Sk0
Hard Skool,Guns N' Roses,Hard Skool,Everything Green,Playlist,USUG12103961,1Pvmzboyxwp1rOVYqwKIgU
I Will Not Bow,Breaking Benjamin,Dear Agony,Everything Green,Playlist,USHR10924529,2yXyz4NLTZx9CLdXfLTp5E
I Want You to Know,Smash Into Pieces,Unbreakable,Sentimental Zone,Playlist,SEVWR1300109,2kiajerOA4WZqExi1wILbV
Turn It Down,Smash Into Pieces,Rise and Shine,Everything Green,Playlist,SEVWR1603002,3PBfA32SJvZA2d4cdYATdR
Sabor a Chocolate,Elefante,Lo Que And�bamos Buscando (Special Para CEV),Everything Green,Playlist,MXF140200027,29OzJTIOTjCgR7fLyEXY7u
Scared,Three Days Grace,Three Days Grace (Expanded Edition),Catchy But Careful,Playlist,USJI10300120,15ZDD1aPzLMKSaSVzRvQCY
Until The End,Breaking Benjamin,Breaking Benjamin: Digital Box Set,Sentimental Zone,Playlist,USHR10622221,2SnPuxrfkfwmdIZBidB9gT
You Fight Me,Breaking Benjamin,Breaking Benjamin: Digital Box Set,Catchy But Careful,Playlist,USHR10622228,7a904u7OK8CTTjBwNatG63
Colder,Smash Into Pieces,Unbreakable,Catchy But Careful,Playlist,SEVWR1300101,4h1m8IyZOeDHzKieu44Y6X
Blow Me Away - Soundtrack Version,Breaking Benjamin,So Cold EP,Catchy But Careful,Playlist,USHR10421403,7js2TSkQLuRWBIQ4HSTAv2
Untraveled Road,Thousand Foot Krutch,OXYGEN: INHALE,Everything Green,Playlist,QMF921450146,3WG3wFBe9NgkWB1mNGE6fJ
Save Yourself,My Darkest Days,Sick And Twisted Affair (Deluxe Edition),Catchy But Careful,Playlist,USUM71201549,6FhB5ZyT4JsIJ0ozDlXCIp
Lifeline,Thousand Foot Krutch,Exhale,Sentimental Zone,Playlist,QMF921650018,5XRrQlGQCvuSJAbdZMtiUp
Home,Three Days Grace,Three Days Grace (Expanded Edition),Catchy But Careful,Playlist,USJI10300078,6GVryHJpjnrnrsTggoNTpe
Rise,Skillet,Rise (Deluxe Edition),Sentimental Zone,Playlist,USAT21300462,1W0YS64vF9qgMVLuN76aqg
Not Gonna Die,Skillet,Rise (Deluxe Edition),Everything Green,Playlist,USAT21301151,2jfk3m8nq5IvB35s2xIs1O
Leech,Seether,Leech,Catchy But Careful,Playlist,USC4R2212773,213FfJIwavzYZrAXa2nNL5
Infra-Red,Three Days Grace,Outsider,Everything Green,Playlist,USRC11703666,6oe2HcrgnNU66Eyq8BY45Z
ZOMBIFIED,Falling In Reverse,ZOMBIFIED,Catchy But Careful,Playlist,USEP42178001,2ib8fuTavdc48X6MjhE4Ft
Yours Again,Red,of Beauty and Rage,Everything Green,Playlist,USA5W1400334,57fh50SS5Igc0u6LuHuZHN
World so Cold,Three Days Grace,Life Starts Now,Sentimental Zone,Playlist,USJI10900542,0LPx8WfsRrXCF92YtINFtN
What I Believe,Skillet,Rise (Deluxe Edition),Everything Green,Playlist,USAT21301430,5aUl2cPg4O7yXXdzWQVTYO
The Diary of Jane - Single Version,Breaking Benjamin,Breaking Benjamin: Digital Box Set,Catchy But Careful,Playlist,USHR10622153,2l8ivhXXSYAKPRLjf80lpd
Bury Me Alive,Throw The Fight,Transmissions,Catchy But Careful,Playlist,US3441604704,1TeCBgRe3xu86Xkl3HE2Fp
Seize the Day,Avenged Sevenfold,City of Evil,Sentimental Zone,Playlist,USWB10501914,5pYVlQB1b9u9JEjaLmIDNB
Wrong Side of Heaven,Five Finger Death Punch,A Decade Of Destruction,Catchy But Careful,Playlist,US5Z51300299,7pV3S9pEyCtC8WQhFmAJvm
Shade Of Dark,Self Deception,Shapes,Catchy But Careful,Playlist,SE6DB1900103,0tlMaFbWeQuOwIkIpta0da
Alone In A Room,Asking Alexandria,Asking Alexandria,Sentimental Zone,Playlist,USYFZ1791101,6aHlwohMuNrcYfOd21oSnv
A Grave Mistake,Ice Nine Kills,The Silver Scream,Catchy But Careful,Playlist,US5261822970,2mMNBgFRyEiRoGvrdoONeq
Wake Up,Three Days Grace,Three Days Grace (Expanded Edition),Catchy But Careful,Playlist,USJI10300124,6otrn9MyScBWdJff1dxEee
Wake Up,Smash Into Pieces,Arcadia,Sentimental Zone,Playlist,QM6P42004463,2q9og3lbX4cdRaZMKVmlSY
Take Me Under,Three Days Grace,Three Days Grace (Expanded Edition),Catchy But Careful,Playlist,USJI10300125,2RVcyT3JWK6TKw8ecENFsG
Superstar in Me,Smash Into Pieces,Evolver,Everything Green,Playlist,SEVWR1801401,4ON9vX9r1QkVwl0dr9o8lO
Souvenirs,Three Days Grace,EXPLOSIONS,Sentimental Zone,Playlist,USRC12103933,2yAp8pjM1CoRcNXkLTr4Ci
Dead Memories,Slipknot,All Hope Is Gone,Sentimental Zone,Playlist,NLA320886996,4LWQrEJYA4BEzt1zJNZHT3
Right Left Wrong,Three Days Grace,Outsider,Sentimental Zone,Playlist,USRC11703663,7Fma0rICvZeAECL8VoPuUO
Painkiller,Three Days Grace,Human,Sentimental Zone,Playlist,USRC11400506,6OMO6WdRhSfjMPAiPT94wH
Pain,Three Days Grace,One-X,Banned Bangers,Playlist,USJI10600159,5PZ2cqh9Yem2g6cTSOLllz
My Monsters,New Years Day,Unbreakable,Everything Green,Playlist,USQX91900140,2PREk7yEEwn3n3JxPHuFu0
Drowned in Emotion,Caskets,Lost Souls,Sentimental Zone,Playlist,DED832001350,5nxcR7W60CU3cvmGX1jBzQ
Animal I Have Become,Three Days Grace,One-X,Catchy But Careful,Playlist,USJI10600117,56sk7jBpZV0CD31G9hEU3b
The Good Life,Three Days Grace,Life Starts Now,Everything Green,Playlist,USJI10900544,55KYlnsC6nYnr3IykbmJwE
Hail to the King,Avenged Sevenfold,Hail to the King,Catchy But Careful,Playlist,USWB11302191,3kMBEnLhExewYVmOD0wGu0
Bite The Bullet,Saint Asonia,Introvert,Sentimental Zone,Playlist,GBUM72107471,0ioDbU5RY9CAZpVUFOYsxC
The Bottom,Devour the Day,S.O.A.R,Sentimental Zone,Playlist,USRZR1566705,4vpJYmoqQ2bGkC1IKVWeIG
Nightlight,ILLENIUM,Nightlight,Everything Green,Playlist,ZZOPM2003022,06kxa3al7bUqRRo5nAFduZ
My Cocaine,Smash Into Pieces,The Apocalypse DJ,Catchy But Careful,Playlist,SEVWR1401303,5owA7HCPFsTyhJmoDlwNJF
Mr. Brightside,The Killers,Direct Hits,Sentimental Zone,Playlist,USIR20400274,2RvbnvBX3XKkHy8daq3PUT
Warriors,Imagine Dragons,Smoke + Mirrors (Deluxe),Everything Green,Playlist,USUM71414163,1lgN0A2Vki2FTON5PYq42m
Lonely Day,System Of A Down,Hypnotize,Sentimental Zone,Playlist,USSM10505340,4NjvWCo49prbEcBi4Rn7Cs
Paradise,Smash Into Pieces,Evolver,Sentimental Zone,Playlist,SEVWR1803807,0Tm6dXBqy3gnq1dAQS8KKV
Cross Off,Mark Morton,Anesthetic,Catchy But Careful,Playlist,GBUM71807295,3EAeH1G0BoxQIX8SmgjqAy
It's All Over,Three Days Grace,One-X,Catchy But Careful,Playlist,USJI10600161,2QZxpZDfJjhEGclSszvMVX
Life Starts Now,Three Days Grace,Life Starts Now,Everything Green,Playlist,USJI10900551,4Rtc87aysfzgqRMFcSqWme
In Your Eyes (feat. Alida),Robin Schulz,In Your Eyes (feat. Alida),Everything Green,Playlist,DEA621901341,61ZM92T2zaXIVsqncThQzC
